order_id,restaurant_id,customer_id,carrier_id,customer_lat,customer_lon,date,time,is_peak_time,is_weekend,carrier_vehicle,shopping_cart,coupon_discount,order_price,shortest_distance_to_customer,travel_time_minutes,restaurant_rating,delivery_charges
ORD178364,REST1137,CUST09784,COUR3288,-37.814237799999994,144.9871033,2020-01-10,10:52:44,0,0,Motorbike,"[('mocktails', 2), ('chicken biryani', 1), ('crispy corn', 3), ('gulab jamun', 3)]",0,157.39,1866,4,7.68,3.069
ORD143469,REST2185,CUST00951,COUR4177,-37.8148227,144.9649463,2020-10-16,03:45:29,0,0,Bike,"[('custard', 3), ('protein chapati', 3), ('rajma', 1)]",10,93.996,1564,8,6.54,3.756
ORD044173,REST1137,CUST02592,COUR1086,-37.801134399999995,144.9617028,2020-09-08,18:39:33,1,0,Motorbike,"[('fish', 2), ('chicken biryani', 3)]",0,62.35,1879,4,7.68,4.3978
ORD306014,REST2185,CUST03409,COUR0695,-37.81177879999999,144.9957427,2020-12-05,04:17:08,0,1,Bike,"[('shahi paneer', 3), ('jeera rice', 2)]",45,25.196,4179,21,6.54,5.6908
ORD168769,REST1946,CUST09407,COUR3157,-37.8103078,144.9613409,2020-08-02,06:00:00,0,1,Bike,"[('paneer malai tikka', 3), ('butter naan', 1)]",0,85.65,2620,13,4.96,5.6356
ORD014783,REST2155,CUST05652,COUR4453,-37.813616100000004,144.9371999,2020-10-09,07:15:09,0,0,Motorbike,"[('butter kulcha', 2), ('sweet lassi', 2), ('thali', 2), ('cheese naan', 1)]",0,87.38,6266,13,9.54,3.6348
ORD024995,REST2155,CUST09953,COUR4430,-37.808200799999995,144.9622756,2020-02-12,21:17:48,0,0,Motorbike,"[('kulfi', 2), ('biryani', 2)]",0,27.1,5870,8,7.63,3.3954
ORD177547,REST1946,CUST11878,COUR4624,-37.8110202,145.00057780000003,2020-04-13,07:54:43,0,0,Bike,"[('roti', 3), ('mutton pepper fry', 3)]",40,72.234,5870,29,4.96,6.1256
ORD075656,REST1137,CUST05567,COUR3003,-37.8128321,144.94877680000002,2020-06-09,05:44:10,0,0,Bike,"[('gulab jamun', 2), ('murgh ghee roast', 3), ('cocktails', 2), ('fish', 2)]",0,121.74,3838,19,9.6,4.5645
ORD105046,REST2185,CUST13039,COUR3944,-37.8121147,144.9533483,2020-10-03,07:38:54,0,1,Motorbike,"[('shahi paneer', 2), ('custard', 2)]",20,55.792,1513,3,8.18,4.0354
ORD164555,REST2155,CUST00396,COUR2676,-37.8217211,144.9865224,2020-10-21,02:34:17,0,0,Car,"[('sweet lassi', 3), ('palak paneer', 3)]",0,53.1,2533,6,7.63,3.3108
ORD186365,REST2185,CUST06203,COUR3869,-37.8158807,144.9338778,2020-05-10,14:02:38,0,1,Car,"[('jeera rice', 1), ('rajma', 3), ('sweet lassi', 2)]",0,77.22,2879,7,6.54,4.4224
ORD162921,REST1946,CUST01669,COUR0684,-37.817965799999996,145.01315590000002,2020-12-19,10:01:19,0,1,Motorbike,"[('chicken tenders', 2), ('biryani', 2), ('mutton pepper fry', 2), ('butter naan', 2)]",10,115.794,7466,15,3.97,5.7514
ORD009463,REST1572,CUST12432,COUR3381,-37.8092956,144.9476067,2020-01-05,05:56:02,0,1,Motorbike,"[('pizza', 3), ('bbq chicken', 3), ('sea food', 2), ('mocktails', 3)]",20,159.208,2482,5,7.42,4.1292
ORD110269,REST1946,CUST12117,COUR2605,-37.7993958,144.9619289,2020-06-23,07:15:09,0,0,Bike,"[('paneer malai tikka', 3), ('roti', 3)]",0,127.02,2861,14,3.97,4.7508
ORD097860,REST2185,CUST11237,COUR3913,-37.80582929999999,144.9308676,2020-09-27,01:58:40,0,1,Bike,"[('protein chapati', 2), ('sweet lassi', 2)]",20,29.952,3270,16,6.54,5.2677
ORD047572,REST2155,CUST11004,COUR4138,-37.804995,144.9566268,2020-08-09,12:00:00,1,1,Car,"[('cheese naan', 3), ('butter kulcha', 3), ('sweet lassi', 3)]",0,56.8,4410,11,9.54,6.1303
ORD057668,REST1572,CUST06458,COUR1370,-37.816747,144.96988019999998,2020-02-18,12:55:23,1,0,Motorbike,"[('caramel pudding', 1), ('pizza', 3), ('wedges', 2)]",0,120.94,386,1,7.42,4.193
ORD121308,REST1946,CUST13459,COUR4914,-37.8001566,144.9425433,2020-12-01,20:42:11,0,0,Bike,"[('mutton pepper fry', 1), ('biryani', 3), ('chicken tenders', 1)]",20,64.336,1150,6,4.96,3.795
ORD320547,REST1137,CUST03386,COUR4272,-37.808010100000004,144.9363157,2020-05-06,10:17:08,0,0,Motorbike,"[('cocktails', 2), ('murgh ghee roast', 1), ('crispy corn', 2)]",45,50.875,3869,8,9.6,3.3322
ORD334434,REST1946,CUST07957,COUR4825,-37.814310299999995,144.97435080000002,2020-06-21,18:11:52,1,1,Bike,"[('roti', 1), ('biryani', 2), ('yakhni pulao', 1)]",0,67.39,3998,20,4.96,7.2301
ORD139884,REST2155,CUST01515,COUR4100,-37.823946500000005,144.9419826,2020-05-08,09:41:32,0,0,Car,"[('thali', 2), ('biryani', 2), ('sweet lassi', 2), ('palak paneer', 3)]",10,74.286,6272,15,9.54,4.0449
ORD218001,REST2155,CUST10051,COUR1949,-37.822635600000005,144.95179319999997,Fri Dec  4 00:00:00 2020,02:02:38,0,0,Motorbike,"[('kulfi', 1), ('sweet lassi', 3)]",0,22.44,5261,11,7.63,3.7254
ORD240422,REST2185,CUST00186,COUR1012,-37.8009255,144.9683292,2020-06-28,20:18:27,0,0,Bike,"[('jeera rice', 2), ('protein chapati', 2), ('sweet lassi', 3)]",10,58.104,3419,17,8.18,5.3612
ORD343433,REST2185,CUST07139,COUR2758,-37.803025500000004,144.94885580000002,2020-12-01,15:17:48,0,0,Car,"[('rajma', 3), ('protein chapati', 3), ('sweet lassi', 3)]",20,80.16,2603,6,6.54,2.8093
ORD288236,REST2185,CUST13739,COUR3490,-37.8185145,144.9540726,2020-06-17,01:07:15,0,0,Motorbike,"[('protein chapati', 3), ('biryani', 1), ('sweet lassi', 2)]",10,56.07,602,1,6.54,2.9322
ORD126703,REST1946,CUST00869,COUR2887,-37.812209100000004,144.95861169999998,2020-02-08,18:55:23,1,1,Car,"[('roti', 2), ('yakhni pulao', 2)]",0,76.5,2449,6,3.97,6.415
ORD026016,REST1137,CUST02099,COUR3968,-37.7996265,145.0188339,2020-01-04,18:55:23,1,1,Motorbike,"[('chicken biryani', 3), ('murgh ghee roast', 1)]",45,30.354,5200,10,9.6,6.1595
ORD179109,REST2185,CUST13407,COUR1382,-37.8061658,144.9995386,2020-07-10,07:03:17,0,0,Bike,"[('custard', 1), ('sweet lassi', 3), ('jeera rice', 3)]",20,67.664,6352,32,6.54,5.7395
ORD067245,REST1946,CUST10294,COUR1054,-37.8171658,144.9888025,2020-08-18,03:05:56,0,0,Car,"[('mutton pepper fry', 2), ('chicken tenders', 1), ('butter naan', 2), ('roti', 3)]",40,83.532,5349,13,3.97,4.4805
ORD253105,REST1946,CUST00220,COUR0196,-37.8194047,144.95702849999998,2020-02-10,10:17:08,0,0,Motorbike,"[('paneer malai tikka', 2), ('chicken tenders', 1), ('yakhni pulao', 3), ('butter naan', 2)]",10,134.595,2637,5,3.97,3.9365
ORD139591,REST1946,CUST06438,COUR2901,145.00932659999998,-37.8138626,2020-10-28,02:38:14,0,0,Bike,"[('biryani', 1), ('butter naan', 2)]",0,40.67,6897,34,3.97,6.633
ORD130137,REST1137,CUST00249,COUR2185,-37.825356400000004,144.9462415,2020-02-25,19:38:54,1,0,Car,"[('pizza', 3), ('fish', 1), ('crispy corn', 3)]",20,65.512,3652,9,9.6,4.5714
ORD317137,REST1946,CUST03641,COUR1135,-37.8040667,144.9668552,2020-06-02,02:34:17,0,0,Bike,"[('chicken tenders', 3), ('mutton pepper fry', 3), ('paneer malai tikka', 3), ('butter naan', 2)]",0,208.83,3109,16,3.97,4.9652
ORD320803,REST2185,CUST11174,COUR0647,-37.804633200000005,144.952985,2020-07-20,19:34:56,1,0,Car,"[('jeera rice', 1), ('custard', 2), ('sweet lassi', 3)]",10,85.338,2434,6,6.54,4.9312
ORD062104,REST1946,CUST10947,COUR0461,-37.8065664,144.96673130000002,2020-12-01,11:40:13,0,0,Car,"[('butter naan', 3), ('yakhni pulao', 3), ('biryani', 2)]",0,128.62,2845,7,3.97,4.3602
ORD239143,REST2185,CUST12376,COUR3701,-37.8064858,144.9440298,2020-10-29,15:33:37,0,0,Motorbike,"[('biryani', 1), ('protein chapati', 2), ('sweet lassi', 2)]",0,56.66,2366,5,8.18,3.4963
ORD220353,REST1946,CUST10150,COUR0124,-37.7984333,144.9933386,2020-11-21,07:11:12,0,1,Motorbike,"[('chicken tenders', 1), ('butter naan', 2), ('yakhni pulao', 2), ('mutton pepper fry', 1)]",20,82.424,6005,12,4.96,5.6069
ORD324163,REST1572,CUST11916,COUR2387,-37.8056745,144.9767253,2020-05-10,17:16:29,0,1,Motorbike,"[('cocktails', 1), ('veg starter', 1)]",20,19.24,1944,4,7.42,4.0232
ORD070701,REST2155,CUST07108,COUR2402,-37.8054045,144.9520045,2020-08-22,02:42:11,0,1,Bike,"[('biryani', 1), ('sweet lassi', 3)]",0,22.91,4713,24,9.54,5.8706
ORD223860,REST1572,CUST03895,COUR0525,-37.81815,144.9472896,2020-12-05,00:15:49,0,1,Motorbike,"[('mocktails', 2), ('cocktails', 1)]",20,36.624,2072,4,9.28,3.6876
ORD178593,REST2185,CUST05351,COUR3782,-37.812371999999996,144.96590559999999,2020-06-30,20:50:06,0,0,Bike,"[('shahi paneer', 3), ('protein chapati', 1), ('rajma', 2), ('sweet lassi', 3)]",0,106.01,1975,10,6.54,3.755
ORD149879,REST1572,CUST06265,COUR2298,-37.80659489999999,144.95703669999997,2020-09-24,00:23:44,0,0,Bike,"[('cocktails', 1), ('caramel pudding', 1), ('wedges', 2), ('bbq chicken', 2)]",45,49.181,1836,9,9.28,3.3907
ORD307989,REST1572,CUST11251,COUR2154,-37.8183025,144.9476864,2020-07-15,04:01:19,0,0,Car,"[('pizza', 2), ('cocktails', 3), ('veg starter', 2), ('sea food', 1)]",20,88.224,1965,5,7.42,3.1304
ORD190746,REST2185,CUST02779,COUR4526,-37.8003684,144.967071,2020-11-20,08:18:27,0,0,Motorbike,"[('shahi paneer', 2), ('sweet lassi', 3)]",0,60.42,3401,7,8.18,3.4647
ORD222037,REST2185,CUST05014,COUR3103,-37.8094102,144.97271990000002,2020-07-04,05:24:23,0,1,Car,"[('rajma', 3), ('custard', 2)]",0,92.6,2672,6,6.54,4.3428
ORD025833,REST1572,CUST05042,COUR1831,-37.809641,144.9725742,2020-06-07,04:56:42,0,1,Bike,"[('veg starter', 2), ('bbq chicken', 1), ('sea food', 1)]",45,35.238,1535,8,9.28,3.9519
ORD117966,REST1946,CUST07781,COUR3007,-37.8203612,144.9777006,2020-10-30,19:30:59,1,0,Motorbike,"[('roti', 1), ('biryani', 3), ('paneer malai tikka', 2), ('yakhni pulao', 3)]",40,102.348,4616,9,3.97,5.6138
ORD170690,REST1137,CUST01941,COUR2339,-37.8107938,144.9755197,2020-04-06,19:15:09,1,0,Car,"[('murgh ghee roast', 1), ('momos', 2), ('crispy corn', 1), ('mocktails', 3)]",10,57.879,693,2,7.68,4.1618
ORD080373,REST1572,CUST09400,COUR2928,-37.8142364,144.963148,2020-09-23,07:19:07,0,0,Car,"[('veg starter', 1), ('mocktails', 1)]",0,38.81,548,1,7.42,2.4922
ORD105245,REST1946,CUST00618,COUR2403,-37.814746299999996,144.955716,2020-03-08,10:52:44,0,1,Car,"[('biryani', 3), ('mutton pepper fry', 1), ('chicken tenders', 3)]",0,109.86,2196,5,4.96,4.8822
ORD347687,REST2155,CUST10895,COUR3690,-37.8155822,144.9579939,2020-12-06,02:14:30,0,1,Bike,"[('butter kulcha', 1), ('cheese naan', 1)]",0,40.04,4505,23,9.54,6.312
ORD014566,REST1137,CUST12501,COUR2225,-37.8174332,144.95264450000002,2020-12-12,12:11:52,1,1,Car,"[('gulab jamun', 3), ('mocktails', 3), ('chicken kebab', 3)]",0,123.78,2403,6,9.6,5.607
ORD167845,REST1137,CUST09437,COUR0460,-37.81555720000001,144.96642659999998,2020-04-03,04:36:55,0,0,Bike,"[('chicken biryani', 1), ('pizza', 2), ('cocktails', 1), ('fish', 2)]",10,57.402,1394,7,9.6,3.6554
ORD046597,REST1946,CUST05034,COUR0290,-37.8094874,144.9726611,2020-10-30,12:39:33,0,0,Car,"[('paneer malai tikka', 1), ('mutton pepper fry', 3), ('butter naan', 1)]",40,61.932,3496,8,3.97,5.4457
ORD123207,REST2155,CUST02829,COUR2167,-37.8169606,144.9987394,2020-12-08,02:46:09,0,0,Motorbike,"[('kulfi', 1), ('thali', 2), ('biryani', 3), ('butter kulcha', 3)]",40,57.81,1126,2,7.63,2.9713
ORD334034,REST1137,CUST05975,COUR1554,-37.821223700000004,144.96646769999998,2020-07-09,09:05:56,0,0,Car,"[('murgh ghee roast', 2), ('crispy corn', 2), ('pizza', 1), ('chicken kebab', 2)]",45,43.764,2134,5,9.6,2.8411
ORD122384,REST1572,CUST01108,COUR0526,-37.8104621,145.01306709999997,2020-02-15,19:23:04,1,1,Car,"[('bbq chicken', 3), ('veg starter', 1)]",0,66.54,5058,12,7.42,6.1416
ORD150751,REST2155,CUST06126,COUR2241,-37.8061735,144.95614619999998,2020-08-03,17:16:29,0,0,Motorbike,"[('butter kulcha', 2), ('thali', 1), ('sweet lassi', 2), ('cheese naan', 1)]",45,42.361,4642,9,7.63,3.5303
ORD290317,REST1946,CUST04864,COUR3164,-37.8221438,144.978328,2020-02-27,09:45:29,0,0,Motorbike,"[('yakhni pulao', 3), ('mutton pepper fry', 3), ('butter naan', 3), ('biryani', 1)]",0,180.02,4842,10,4.96,4.0212
ORD022563,REST2155,CUST00425,COUR2695,-37.8186225,144.9817465,2020-10-01,10:25:03,0,0,Motorbike,"[('thali', 3), ('kulfi', 1)]",0,37.62,2838,6,9.54,2.9169
ORD166595,REST1946,CUST04946,COUR3636,-37.812140500000005,144.9738872,2020-03-08,07:42:51,0,1,Bike,"[('chicken tenders', 3), ('roti', 2)]",10,72.396,3836,19,3.97,6.012
ORD310903,REST2185,CUST08758,COUR0033,-37.8132144,145.0141962,2020-02-17,09:37:34,0,0,Motorbike,"[('rajma', 1), ('shahi paneer', 2), ('sweet lassi', 1)]",20,39.152,6019,12,8.18,4.0541
ORD255614,REST2185,CUST10029,COUR3525,-37.8211071,145.0135735,2020-05-19,09:37:34,0,0,Motorbike,"[('jeera rice', 1), ('protein chapati', 3)]",20,19.152,3085,11,8.18,3.5809
ORD131341,REST1946,CUST03195,COUR0896,-37.809847600000005,144.9287891,2020-11-29,20:42:11,0,1,Motorbike,"[('chicken tenders', 3), ('paneer malai tikka', 3)]",0,116.76,1288,3,4.96,4.5426
ORD107426,REST1137,CUST01947,COUR2432,-37.8158046,144.9741906,2020-05-29,17:16:29,0,0,Bike,"[('fish', 2), ('chicken kebab', 3)]",0,48.31,1136,6,9.6,2.9724
ORD138792,REST2185,CUST13094,COUR1874,-37.823122999999995,144.9830236,2020-03-26,05:24:23,0,1,Motorbike,"[('rajma', 2), ('biryani', 3)]",20,69.616,2769,6,6.54,3.544
ORD214295,REST2155,CUST12396,COUR3169,-37.808864899999996,144.9478186,2020-04-17,14:46:09,0,0,Bike,"[('kulfi', 1), ('sweet lassi', 1)]",20,50.99,5275,26,9.54,5.028
ORD082348,REST1137,CUST10173,COUR0195,-37.823316999999996,144.976448,2020-02-09,18:39:33,1,1,Car,"[('mocktails', 3), ('chicken kebab', 2)]",40,26.106,2274,5,7.68,5.2043
ORD158870,REST1572,CUST03547,COUR1519,-37.823215600000005,145.0030157,2020-11-02,05:56:02,0,0,Bike,"[('sea food', 3), ('cocktails', 1), ('mocktails', 1), ('wedges', 1)]",40,46.362,3635,18,9.28,4.2306
ORD340876,REST2155,CUST10528,COUR0234,-37.81867929999999,144.9786866,2020-03-31,06:03:57,0,0,Motorbike,"[('palak paneer', 3), ('butter kulcha', 2), ('biryani', 2), ('kulfi', 3)]",0,102.88,3597,7,7.63,3.2416
ORD135435,REST1946,CUST02312,COUR3754,-37.8128179,144.9459102,2020-08-31,02:02:38,0,0,Bike,"[('biryani', 2), ('chicken tenders', 3)]",0,73.3,1428,7,3.97,3.7007
ORD255167,REST1572,CUST05042,COUR1492,-37.809641,144.9725742,2020-09-07,20:18:27,0,0,Bike,"[('bbq chicken', 2), ('mocktails', 1), ('wedges', 3), ('pizza', 1)]",45,72.892,1535,8,7.42,3.2406
ORD101555,REST1946,CUST01777,COUR3368,-37.799991799999994,144.9615824,2020-01-16,21:13:50,0,0,Bike,"[('mutton pepper fry', 3), ('butter naan', 1), ('chicken tenders', 3)]",0,123.18,2901,15,3.97,5.003
ORD002093,REST2155,CUST05150,COUR2152,-37.824186499999996,144.95379609999998,2020-10-18,22:05:16,0,1,Car,"[('cheese naan', 2), ('biryani', 2)]",45,34.133,5268,13,9.54,4.9162
ORD183890,REST1946,CUST02864,COUR3120,-37.820150899999994,144.99171230000002,2020-10-23,00:55:23,0,0,Bike,"[('biryani', 2), ('chicken tenders', 1)]",0,43.86,5823,29,3.97,5.9017
ORD167970,REST1572,CUST01614,COUR2152,-37.8218665,144.9930653,2020-01-21,09:01:58,0,0,Car,"[('pizza', 3), ('sea food', 1), ('mocktails', 1), ('veg starter', 2)]",0,137.16,2664,6,9.28,3.2837
ORD318259,REST1572,CUST12838,COUR4131,-37.8000624,144.93524399999998,2020-07-29,04:56:42,0,0,Motorbike,"[('caramel pudding', 3), ('pizza', 2)]",0,87.2,6726,13,9.28,3.9668
ORD325102,REST1137,CUST12652,COUR2031,-37.8036664,144.94986219999998,2020-06-02,10:13:11,0,0,Bike,"[('mocktails', 3), ('gulab jamun', 2), ('momos', 2), ('pizza', 2)]",0,95.59,2602,13,9.6,4.0555
ORD051224,REST1137,CUST09961,COUR1425,-37.803343100000006,144.9783502,2020-08-29,03:29:40,0,1,Car,"[('crispy corn', 1), ('gulab jamun', 2)]",40,65.34,1659,4,9.6,4.1011
ORD329995,REST1572,CUST00384,COUR3007,-37.8120653,144.9465208,2020-08-01,18:07:54,1,1,Motorbike,"[('caramel pudding', 1), ('mocktails', 2), ('sea food', 1)]",0,64.96,2525,5,9.28,5.4263
ORD049555,REST2155,CUST13901,COUR3578,-37.8114136,144.96480659999997,2020-01-10,19:58:40,1,0,Bike,"[('cheese naan', 3), ('palak paneer', 2), ('biryani', 3)]",45,64.84,3701,19,7.63,5.6418
ORD107788,REST1572,CUST07785,COUR0702,-37.800375200000005,144.97072980000002,2020-10-20,21:29:40,0,0,Car,"[('cocktails', 3), ('pizza', 2), ('mocktails', 3)]",10,110.448,2420,6,9.28,2.9397
ORD122811,REST1946,CUST11408,COUR4050,-37.8113898,144.9714697,2020-08-14,10:52:44,0,0,Car,"[('chicken tenders', 3), ('biryani', 2), ('mutton pepper fry', 3)]",20,111.416,3566,9,4.96,4.0191
ORD067701,REST1572,CUST01233,COUR1882,-37.8011638,144.9851514,2020-09-08,13:07:15,1,0,Bike,"[('pizza', 3), ('cocktails', 1), ('mocktails', 3), ('veg starter', 3)]",0,190.73,3152,16,7.42,5.7248
ORD284419,REST1946,CUST04105,COUR4588,-37.8186812,144.98383159999997,2020-11-23,16:05:16,0,0,Car,"[('mutton pepper fry', 3), ('roti', 2), ('chicken tenders', 2), ('paneer malai tikka', 2)]",0,180.09,5218,13,3.97,4.5154
ORD070791,REST1946,CUST11224,COUR2263,-37.8008765,144.95412009999998,2020-06-02,07:54:43,0,0,Motorbike,"[('chicken tenders', 2), ('butter naan', 2), ('biryani', 3)]",0,99.25,2098,4,4.96,3.3064
ORD174264,REST2185,CUST04257,COUR3981,-37.8246072,144.9887165,2020-05-04,17:24:23,0,0,Bike,"[('sweet lassi', 1), ('protein chapati', 1), ('custard', 3)]",20,73.248,3135,16,8.18,4.269
ORD071344,REST1137,CUST11318,COUR2406,-37.8024693,144.9633457,2020-05-29,16:21:05,0,0,Bike,"[('pizza', 1), ('momos', 3), ('cocktails', 3)]",0,106.08,1635,8,9.6,3.3759
ORD022502,REST2155,CUST01401,COUR2870,-37.799387700000004,144.9581656,2020-12-10,14:58:01,0,0,Motorbike,"[('thali', 3), ('palak paneer', 2)]",0,55.88,4939,10,9.54,3.7674
ORD094216,REST1946,CUST03309,COUR3840,-37.8058336,144.9474435,2020-02-01,13:19:07,1,1,Motorbike,"[('mutton pepper fry', 2), ('yakhni pulao', 3), ('paneer malai tikka', 3), ('chicken tenders', 2)]",0,206.35,1004,2,3.97,5.9353
ORD227728,REST2155,CUST03354,COUR3832,-37.8204674,144.96633119999998,2020-06-25,07:34:56,0,0,Bike,"[('butter kulcha', 2), ('biryani', 2), ('palak paneer', 3)]",0,83.26,4234,21,7.63,4.4801
ORD219295,REST2185,CUST07849,COUR4969,-37.816396999999995,144.9839588,2020-07-19,02:18:27,0,1,Bike,"[('custard', 2), ('sweet lassi', 1), ('jeera rice', 3)]",45,45.485,2840,14,8.18,5.2415
ORD303684,REST1137,CUST05872,COUR2382,-37.8074851,144.9421481,2020-02-23,07:19:07,0,1,Bike,"[('cocktails', 3), ('gulab jamun', 1), ('crispy corn', 3)]",45,84.42,3335,17,7.68,5.3646
ORD065339,REST2155,CUST00086,COUR4789,-37.8162232,144.9949785,2020-03-02,12:35:36,1,0,Motorbike,"[('biryani', 3), ('palak paneer', 1)]",0,33.43,1343,3,7.63,4.3267
ORD292269,REST2155,CUST06308,COUR0002,-37.806348299999996,144.95714109999997,2020-09-24,11:28:21,0,0,Motorbike,"[('sweet lassi', 2), ('cheese naan', 3), ('thali', 3), ('palak paneer', 1)]",0,126.14,4272,9,9.54,3.3611
ORD230881,REST2155,CUST11424,COUR2161,-37.8063034,144.93891509999997,2020-09-12,19:34:56,1,1,Motorbike,"[('biryani', 3), ('thali', 1)]",0,31.39,6364,13,7.63,6.2958
ORD330656,REST1946,CUST13072,COUR4270,-37.8233885,144.9680947,2020-11-17,11:16:29,0,0,Bike,"[('paneer malai tikka', 2), ('yakhni pulao', 2), ('biryani', 2)]",0,117.76,3961,20,4.96,5.159
ORD169935,REST1572,CUST01798,COUR3289,-37.7991477,144.96323610000002,2020-08-11,07:15:09,0,0,Motorbike,"[('bbq chicken', 1), ('mocktails', 1), ('pizza', 1)]",40,35.466,2353,5,9.28,3.2065
ORD207240,REST1946,CUST08446,COUR2326,-37.806572700000004,144.9628111,2020-12-23,20:10:32,0,0,Motorbike,"[('yakhni pulao', 2), ('butter naan', 3)]",45,43.654,2446,4,3.97,3.8717
ORD233785,REST1572,CUST07350,COUR1000,-37.8235925,144.9680167,2020-07-14,15:05:56,0,0,Car,"[('cocktails', 3), ('sea food', 1)]",45,14.905,907,2,7.42,2.5919
ORD173447,REST2185,CUST00833,COUR4959,-37.8163708,144.9603311,2020-04-19,07:19:07,0,1,Motorbike,"[('sweet lassi', 1), ('jeera rice', 1)]",0,20.1,1134,2,8.18,4.1784
ORD185426,REST1137,CUST01701,COUR4808,-37.8247764,145.00658230000002,2020-07-06,00:00:00,0,0,Bike,"[('pizza', 3), ('murgh ghee roast', 2)]",0,27.01,4290,21,9.6,4.6408
ORD252454,REST1137,CUST10918,COUR0662,-37.800535700000005,144.9724974,2020-10-14,09:37:34,0,0,Bike,"[('mocktails', 3), ('murgh ghee roast', 3)]",0,35.73,1353,7,9.6,3.1227
ORD302891,REST2155,CUST06381,COUR3760,-37.815124299999994,144.94519609999998,2020-07-18,09:05:56,0,1,Motorbike,"[('butter kulcha', 3), ('thali', 2)]",20,55.024,5440,11,7.63,4.5155
ORD005049,REST1572,CUST13847,COUR0822,-37.818036799999994,144.964893,2020-07-18,21:21:45,0,1,Car,"[('pizza', 2), ('mocktails', 2)]",40,51.768,94,0,9.28,3.6682
ORD264837,REST1137,CUST02503,COUR0561,-37.8114359,144.980743,2020-01-13,02:34:17,0,0,Car,"[('chicken biryani', 2), ('chicken kebab', 3), ('gulab jamun', 1), ('fish', 2)]",20,83.448,1083,3,9.6,3.1682
ORD198101,REST2185,CUST13521,COUR0527,-37.8254365,144.93589680000002,2020-05-15,14:14:30,0,0,Bike,"[('sweet lassi', 3), ('custard', 2)]",10,79.02,2104,11,6.54,3.6154
ORD281846,REST2185,CUST01261,COUR1801,-37.7988259,144.9763886,2020-11-11,22:09:13,0,0,Bike,"[('protein chapati', 1), ('shahi paneer', 1), ('jeera rice', 2)]",0,30.27,3947,20,8.18,4.4128
ORD106099,REST1946,CUST08240,COUR2489,-37.8203203,144.95772580000002,2020-08-25,14:54:03,0,0,Motorbike,"[('paneer malai tikka', 3), ('biryani', 3), ('butter naan', 3)]",0,155.46,2787,6,4.96,3.9983
ORD273562,REST2155,CUST01968,COUR3713,-37.8226922,144.93353290000002,2020-05-09,10:13:11,0,1,Motorbike,"[('kulfi', 1), ('cheese naan', 3), ('butter kulcha', 1)]",0,94.62,7095,14,7.63,4.8318
ORD197681,REST2185,CUST00283,COUR3977,-37.7954792,144.936073,2020-01-22,06:15:49,0,0,Car,"[('rajma', 2), ('custard', 1), ('shahi paneer', 1), ('protein chapati', 1)]",45,38.429,3792,9,8.18,3.6066
ORD207047,REST1572,CUST01647,COUR0238,-37.8092109,145.00089419999998,2020-05-21,13:30:59,1,0,Bike,"[('bbq chicken', 3), ('wedges', 1), ('sea food', 1)]",20,62.32,3673,18,9.28,5.8846
ORD186093,REST1572,CUST12586,COUR2947,-37.8188756,144.9531207,2020-07-29,05:40:13,0,0,Motorbike,"[('wedges', 2), ('bbq chicken', 2), ('cocktails', 1)]",0,43.654,1355,3,9.28,3.078
ORD006602,REST2185,CUST08913,COUR2735,-37.8055127,144.9661838,2020-11-13,22:29:00,0,0,Bike,"[('protein chapati', 1), ('biryani', 3)]",0,63.3,2815,14,8.18,4.2916
ORD047244,REST2155,CUST02038,COUR2617,-37.8015701,144.9518362,2020-01-27,13:19:07,1,0,Bike,"[('kulfi', 3), ('thali', 2), ('sweet lassi', 2), ('butter kulcha', 1)]",45,36.828,4984,25,9.54,6.8809
ORD049793,REST1572,CUST07262,COUR4847,-37.8204843,144.9493105,2020-12-15,06:03:57,0,0,Motorbike,"[('sea food', 2), ('pizza', 2), ('mocktails', 3), ('veg starter', 1)]",10,132.093,1687,10,7.42,2.7393
ORD113446,REST1946,CUST07028,COUR2694,-37.803883500000005,144.95744,2020-02-15,11:20:26,0,1,Car,"[('biryani', 1), ('mutton pepper fry', 1), ('roti', 2), ('chicken tenders', 2)]",0,102.28,2155,5,3.97,4.804
ORD046567,REST2185,CUST10303,COUR4974,-37.8060498,144.97425959999998,2020-09-13,16:05:16,0,1,Car,"[('protein chapati', 2), ('shahi paneer', 1), ('custard', 3)]",0,94.71,3058,7,8.18,4.679
ORD224745,REST2185,CUST07063,COUR1255,-37.7996411,144.9567437,2020-08-11,07:11:12,0,0,Motorbike,"[('custard', 1), ('sweet lassi', 3)]",0,63.52,2992,6,8.18,3.2921
ORD328673,REST1572,CUST02302,COUR4313,-37.8171151,144.9700939,2020-09-21,02:18:27,0,0,Car,"[('bbq chicken', 1), ('sea food', 1), ('cocktails', 2), ('mocktails', 1)]",0,57.83,474,1,9.28,2.6407
ORD175559,REST2185,CUST02252,COUR4440,-37.8190576,144.9640736,2020-07-09,11:00:39,0,0,Car,"[('shahi paneer', 2), ('jeera rice', 3), ('biryani', 3)]",10,89.91,1240,3,6.54,3.1502
ORD111132,REST1946,CUST05818,COUR3223,-37.813674799999994,144.9818194,2020-01-20,10:52:44,0,0,Car,"[('paneer malai tikka', 3), ('chicken tenders', 2), ('biryani', 1)]",0,116.61,4553,11,4.96,4.047
